fix,contains_bug,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,2,2,0.41381685,23,1,111,214,17.07045139,4,298.5,1.043935569,231
FALSE,FALSE,3,5,5,1.570588934,41,56,60.6,134,0.28799537,102,239,1.77387339,28
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,3,3,1.118358981,80,14,1104,56,5.604490741,410,2671,1.061942957,407
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,24,12,4692,186,5.160821759,859,52,1.193767591,52
TRUE,TRUE,1,1,1,0,2,6,2994,135,4.272337963,51,0,0,0
TRUE,FALSE,2,4,10,1.367401994,3,659,91.5,359,28.5163125,114,8086.5,1.009511685,42
FALSE,FALSE,1,2,3,1.483355755,105,75,74.66666667,48,23.1685841,37,2667,1.018965306,403
FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,2,0,864,78,0.132222222,55,156,8.56302521,142
TRUE,TRUE,1,1,2,0.041074287,357,319,1402,304,116.0188773,29,1.5,1.004193392,2
FALSE,FALSE,1,1,1,0,7,0,93,17,0.006215278,3,155,161.8938547,142
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,45,76,2617,296,-1.202939815,17,1038,0.168703216,1013
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,2,2,0.629249224,22,16,1009.5,67,0.207876157,447,6.5,11.55733813,7
FALSE,FALSE,2,2,3,1.132641884,15,22,249.6666667,117,6.062955247,128,199,142.6576705,11
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,6,6,1.798794941,13,3,3039.333333,199,1.001765046,526,6.5,1.17125692,9
FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,5,5,1.871596035,57,2,1559.6,305,35.25647222,1251,21,1.008039438,22
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,2,2,0.992266639,19,10,2018,317,-0.038622685,371,1247.5,-18.4186395,1219
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,1,1,12034,286,0,134,561,0,536
FALSE,TRUE,2,3,10,2.763659686,886,5,505.8,224,1.439471065,125,811.5,1.018991956,813
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,2,2,0.989587521,15,10,181,138,67.09046875,26,96.5,1.028221204,62
FALSE,TRUE,1,4,5,1.727436891,284,121,4632.6,328,111.4949213,1233,34,1.002102671,34
FALSE,FALSE,1,1,1,0,2,5,2934,137,33.57982639,742,445,1.029779785,386
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,2,2,0.981940787,11,8,258.5,62,0.97171875,35,337.5,1.746977621,332
FALSE,FALSE,1,2,2,0.792765236,58,30,12972,388,95.3671875,1576,558.5,1.00786434,494
FALSE,FALSE,1,1,1,0,2,2,0,1,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,2,2,0.779349837,12,1,2305.5,296,10.1599537,86,50.5,1.073819234,36
FALSE,FALSE,1,1,1,0,13,42,522,265,0.320671296,27,385,4.118458096,310
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,3,3,1.561278124,15,1,500.6666667,384,108.5368017,29,140,1.007958325,128
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,2,5,2.150028424,65,64,4881,334,13.22275231,1418,187,1.016252204,189
TRUE,FALSE,1,2,2,0.578794625,29,0,44,27,126.8708275,14,68.5,1.011549364,52
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,12,1,85,41,1.683356481,21,51,1.594051237,9
FALSE,TRUE,1,2,4,1.74829536,21,40,66,292,42.15337674,19,559.5,1.008520085,467
FALSE,FALSE,1,2,2,0.959686894,31,3,4333,273,-82.66494213,1601,195.5,0.99092723,185
TRUE,TRUE,1,1,1,0,3,1,1947,56,0.416990741,317,153,3.398134784,137
FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,1,1,0,1,1,125,259,5.176064815,8,24,1.193196963,22
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,2,3,3,1.460961344,91,19,767.3333333,254,194.0484606,139,2281,1.015918128,1904
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,8,11,3.181750547,69,69,1392.727273,165,25.35412353,1823,1690,1.011917104,1494
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,2,6,2.069814485,150,4,860,279,11.8572473,404,811.5,1.018399415,789
FALSE,TRUE,1,9,10,3.291231497,184,14,245.8,207,51.84943634,291,1229.5,1.004766024,1124
FALSE,FALSE,5,13,21,3.43474983,26,555,2.619047619,100,69.35855765,32,10,0.960500982,14
FALSE,TRUE,1,2,2,0.964078765,20,16,1761.5,254,0.024050926,164,1460.5,32.18383061,1385
FALSE,FALSE,2,5,6,1.747305491,354,2,82.16666667,119,48.04549961,63,4.5,4.15580524,6
FALSE,TRUE,1,2,2,0.936667382,41,44,331,218,34.37726273,11,97.5,1.050472033,82
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,1,2,0.619382195,7,6,120.5,48,11.34119792,23,79.5,1.049854119,44
TRUE,TRUE,1,2,2,0.975119065,21,6,229.5,118,24.58267361,21,70.5,1.030509293,64
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,40,41,6223,216,7.003078704,54,55,1.14279434,55
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,5,5,1728,264,10.64730324,530,380,1.093920496,357
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,2,2,0.609840305,40,0,419.5,292,60.83341435,47,367.5,1.008662891,316
FALSE,FALSE,1,1,1,0,2,1,574,214,116.9049306,20,37,1.008553959,28
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,1,1,0,1,0,1724,103,12.68158565,320,83,1.078854492,76
FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,8,18,3.277783265,610,552,1609.833333,223,0.247147634,3118,1403.5,-12.28305087,1344
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,2,2,0.14372617,146,1,1458,66,0.035543981,206,76.5,22.10061869,68
TRUE,TRUE,1,2,2,0.791858353,18,3,140,226,28.56420139,16,114.5,1.026256642,113
TRUE,TRUE,1,4,19,3.915447895,79,73,238.6842105,43,35.31241594,247,1839,1.043818219,1554
FALSE,FALSE,1,5,5,1.547287083,54,46,3655.2,265,4.301671296,922,363,-1.462512455,340
FALSE,FALSE,1,1,1,0,1,0,163,77,0.012546296,10,530,80.70479705,508
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,20,21,1469,67,0.16994213,355,46,6.884356058,45
FALSE,FALSE,1,2,2,0.965636133,13,10,43,49,1.929513889,3,24.5,1.388698938,23
FALSE,TRUE,1,2,2,0.789749254,32,6,547,67,12.9816956,39,44.5,1.038577979,44
FALSE,TRUE,1,3,4,1.644701869,107,5,1747.25,259,-14.19661748,1526,6.5,1.025088339,8
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,3,0,6754,309,2.587916667,822,0,0,0
FALSE,TRUE,1,1,1,0,4,3,1023,186,5.359224537,55,704,1.18659416,602
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,2,5,39,4.683369247,566,1758,52.35897436,22,0.009846273,176,2254,28.02536497,193
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,1,1,0,5,5,5007,230,10.28623843,1183,87,1.097217268,86
FALSE,TRUE,1,4,5,1.665120842,112,25,6682.4,323,53.32536111,2976,2657,1.008591502,2556
TRUE,FALSE,1,2,2,0.932111568,14,9,316.5,125,4.996898148,29,462.5,1.150093113,388
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,5,7,1.714096061,688,3,1820.571429,223,9.728728505,1041,16,0.877823528,18
FALSE,TRUE,1,4,6,2.187817306,83,1,516.3333333,38,0.383748071,450,156.5,1.579558823,158
FALSE,TRUE,1,3,13,2.738188639,205,207,368.9230769,338,171.5134553,392,6,0.924139706,12
TRUE,FALSE,1,1,1,0,5,2,1635,130,3.983171296,224,758,1.251056238,715
FALSE,TRUE,4,5,6,1.896737168,1,870,163.5,112,65.67142168,210,237.5,1.005201205,4
TRUE,TRUE,3,4,7,1.743030534,63,354,462.7142857,133,7.937691799,690,6,1.424893418,1
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,6,9,2.690013494,103,29,1266.111111,78,8.144288837,1765,329,1.028958381,310
FALSE,TRUE,1,8,14,2.944470025,163,89,167.8571429,17,3.882943122,302,881.5,1.136187244,748
FALSE,TRUE,1,1,1,0,30,48,4568,162,-2.057118056,776,6,0.513883028,6
FALSE,FALSE,1,2,3,1.448815636,0,7,468.6666667,60,0.390686728,298,277,7.608510174,274
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,1,1,0,30,0,8597,304,23.84930556,55,7127,1.041929942,7019
FALSE,TRUE,1,2,3,1.431889591,39,28,7366,324,-30.8901659,1947,393,0.98895764,392
TRUE,FALSE,1,2,2,0.994030211,34,10,241.5,328,0.71380787,24,29.5,2.050702901,22
FALSE,TRUE,1,2,3,0.762809733,122,31,723.6666667,70,0.000393519,108,164,865.2304922,163
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,4,5,2.131486986,56,12,888.8,174,13.42080556,693,2,0.818882493,4
TRUE,TRUE,1,2,2,0.468995594,19,1,6400,194,48.1387037,1354,1.5,1.015579979,2
FALSE,TRUE,1,1,1,0,2,2,630,61,4.926481481,5,2690,1.202984626,424
TRUE,TRUE,2,7,7,2.281976519,55,15,298.7142857,68,41.15799603,63,365,1.00473343,20
FALSE,TRUE,1,2,2,0.918295834,4,2,7826.5,327,15.03173611,1415,806.5,1.049894436,764
FALSE,TRUE,3,5,5,1.014758948,35,61,184.8,214,4.193344907,212,334,1.130382757,3
TRUE,FALSE,1,1,1,0,1,1,92,292,4.238113426,120,4370,1.235954044,26
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,5,1,349,64,1.375393519,4,110,1.727064645,97
FALSE,TRUE,1,1,1,0,98,29,83,363,-0.060983796,2,179,-15.39779844,161
FALSE,FALSE,2,2,2,1,2,2,1876,230,3.847390046,160,7.5,1.494688763,5
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,2,4,4,1.254477285,86,467,515.25,371,67.14332465,129,245.5,1.005585125,1
FALSE,FALSE,1,1,1,0,2,2,45,304,1.465555556,106,911,1.682335102,53
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,2,2,0.970950594,5,5,1148,117,2.311099537,380,689.5,1.227289186,657
FALSE,TRUE,1,2,3,1.456564762,15,15,3176,239,21.7113966,205,60,1.026696893,52
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,5,4,165,254,92.36829861,17,2622,1.010826225,2306
TRUE,TRUE,1,1,1,0,38,32,1028,186,-1.376979167,59,498,0.2737726,421
FALSE,FALSE,1,2,4,1.992778107,12,5,532.75,304,20.91053241,83,104.5,1.024907703,106
FALSE,TRUE,1,3,4,1.448761404,74,2,704.75,318,19.18045139,255,23.5,1.027154384,23
FALSE,TRUE,1,2,2,0.650022422,28,8,1341,65,4.359195602,369,63.5,1.369958575,55
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,3,4,1.286999591,22,52,1351.75,373,51.74978877,109,8202.5,1.012421525,7596
TRUE,FALSE,2,2,3,1.061278124,5,3,825,90,15.80838735,515,1,0.687038372,1
FALSE,TRUE,1,2,5,1.752420953,161,16,1329.8,311,-114.537338,512,1195,0.994885269,1168
TRUE,FALSE,1,1,1,0,1,1,8,86,164.8234259,6,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,3,3,1.148639229,77,6,5503.666667,300,-17.61626157,1657,22,0.96530983,23
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,2,2,0.970950594,9,1,7740,313,-156.8336285,1328,536.5,0.994433106,473
FALSE,FALSE,2,2,3,0.650525502,132,1,74,381,44.78631559,67,1059,1.011733339,24
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,2,2,0.836640742,60,0,640,149,6.742268519,35,116.5,0.537079508,113
TRUE,TRUE,1,2,2,0.918295834,6,0,546.5,112,0.25880787,30,59.5,3.897902598,58
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,6,6,1.885025171,45,1,2739.666667,370,0.864461806,2900,87.5,1.039916859,88
FALSE,TRUE,1,1,1,0,1,1,723,56,0.015949074,166,160,63.69956459,115
TRUE,TRUE,1,2,3,0.60150718,89,3,3522,174,42.46913966,1194,204,0.691251463,191
FALSE,FALSE,1,1,1,0,2,2,1278,63,0.003738426,289,337,268.4922601,321
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,1,1,38,271,1.025578704,57,551,1.975059248,15
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,2,2,0.242292189,25,0,7470,239,62.18375579,1786,1502.5,1.007815025,1378
TRUE,TRUE,1,2,2,0.963754567,187,37,2946.5,230,-61.3163831,1203,243.5,0.988175501,213
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,2,5,6,1.92980782,156,5,3256.5,399,70.15243827,2215,6.5,0.668256852,7
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,4,10,3.137930424,543,255,124.2,151,1.657328704,127,788.5,1.184367068,764
TRUE,TRUE,1,1,1,0,4,3,198,7,1.481284722,15,494,1.67508966,384
TRUE,FALSE,1,1,1,0,2,2,3,48,5.053599537,1,74,1.197878758,38
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,7,2,92,3,65.36659722,2,214,1.015298333,176
FALSE,FALSE,1,1,1,0,1,1,2679,237,5.433425926,475,63,1.184045943,55
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,50,33,596,48,0.060983796,117,38,17.39779844,37
FALSE,FALSE,1,1,1,0,1,1,75,38,0.08931713,14,438,12.19606065,35
FALSE,FALSE,1,2,2,1,0,16,420,271,-0.738854167,38,126.5,-0.015085295,125
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,2,5,1.422944461,365,20,534,224,-4.315907407,152,108,1.208932312,106
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,2,2,0.998932655,52,0,1418,234,3.747141204,50,14.5,1.200152585,14
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,1,34,199,9,0.036851852,15,4,28.13567839,4
TRUE,FALSE,1,1,1,0,6,4,169,37,1.995578704,30,70,1.501107773,63
FALSE,TRUE,1,1,1,0,12,4,2284,157,2.052083333,429,851,1.487309645,782
TRUE,TRUE,1,2,2,0.743898745,68,3,5995.5,218,23.34491898,1020,45.5,1.021906959,38
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,2,6,6,1.076296718,28,145,146.5,277,194.2278916,106,1598.5,1.001691393,1056
FALSE,FALSE,1,1,1,0,7,1,134,315,18.72850694,5,1784,1.053394539,1216
TRUE,FALSE,1,2,2,0.918295834,5,1,6554,227,20.95947338,1404,51.5,0.685675826,51
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,6,3,734,58,11.19454861,143,0,0,0
TRUE,FALSE,1,2,4,1.807763576,9,8,525,186,4.943564815,126,301.5,1.145445624,280
FALSE,TRUE,1,2,2,0.837052716,234,238,462,218,14.5852662,11,112.5,1.037459565,95
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,2,6,16,3.36003019,62,356,217.8125,305,297.7779376,77,69.5,1.000367247,44
FALSE,TRUE,1,1,1,0,3,3,642,297,54.01173611,9,80,1.018514495,66
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,0,31,1055,369,0.003703704,94,336,271,332
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,2,2,0.845350937,10,1,607,184,1.264594907,114,15.5,2274.881902,11
FALSE,FALSE,1,1,1,0,37,28,6112,214,0.179849537,48,50,6.560203359,50
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,4,11,18,3.502589645,402,558,95.11111111,280,103.258759,495,55.5,1.001541447,48
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,9,2,267,174,2.241435185,8,904,1.446142724,834
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,1,1,0,1,0,290,22,0.000925926,2,123,1081,46
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,1,2,3,1.497015106,21,1,1959,208,16.29237654,622,1,0.681643345,2
FALSE,FALSE,2,2,2,0.650022422,6,0,224,76,-14.53759838,13,186.5,0.964935626,13
FALSE,FALSE,1,6,7,2.762742405,0,35,894,150,19.43659888,419,5,1.017078159,8
FALSE,FALSE,1,1,2,1,0,12,209,227,33.65259259,19,972.5,1.024963856,892
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,3,4,4,1.783555856,73,1,979.75,239,55.82816262,375,5.5,1.00729633,5
FALSE,TRUE,2,2,6,1.679506582,93,84,203,21,2.393942901,78,2102.5,1.303899284,187
FALSE,FALSE,1,2,5,2.234500006,67,167,2107.8,230,-11.98803704,1206,205,0.964337783,197
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,10,10,181,23,6.109189815,4,1488,1.163687826,2
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,2,3,4,1.160517794,124,1,1289.5,183,-27.11785012,271,1.5,0.737065366,2
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,2,2,2,0.764204507,14,4,1160,76,4.527511574,327,128.5,1.288188725,118
TRUE,TRUE,1,1,1,0,9,12,426,17,1.330555556,27,1033,1.751565762,881
TRUE,FALSE,1,1,1,0,1,1,456,193,4.075462963,78,69,1.245370896,67
TRUE,TRUE,1,2,2,0.684038436,13,9,218,97,5.298715278,3,433.5,1.362712392,383
FALSE,FALSE,1,1,1,0,18,0,593,173,14.00070602,31,929,1.071424969,30
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,1,0,2781,60,0.104837963,330,26,10.53852948,26
FALSE,TRUE,1,1,3,1.534448985,28,70,264.3333333,296,36.17631944,7,408,1.016361988,349
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,2,2,0.883585086,52,1,440.5,386,106.5182928,102,1395.5,1.023011987,1255
FALSE,FALSE,1,2,2,0.764204507,7,20,684.5,221,12.60829861,66,97.5,1.059484632,94
FALSE,FALSE,1,1,1,0,9,0,17,83,0.043599537,13,418,23.93602336,3
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,3,12,2.990964402,79,86,984.8333333,285,-181.5766107,777,43.5,0.998830822,49
TRUE,FALSE,1,1,1,0,6,0,1960,373,9.061238426,213,1260,1.110360191,1149
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,13,1,49,157,25.19135417,6,22,1.039696159,20
TRUE,FALSE,2,2,2,0.721928095,4,1,946,116,-5.221412037,601,11.5,0.781955739,2
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,2,2,0.881290899,19,1,31.5,96,26.5980787,18,263.5,1.02298888,207
FALSE,TRUE,1,4,4,1.786314908,56,34,168.75,234,19.61347512,35,165.5,1.020335143,109
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,2,2,0.721928095,5,0,477,239,8.726753472,93,58.5,1.055320939,56
FALSE,TRUE,1,8,10,2.372837358,105,15,2287.8,193,-15.91697801,2374,8.5,0.986205852,13
FALSE,TRUE,1,1,1,0,15,1,576,1,0.936759259,7,19,2.067510131,18
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,2,6,9,3.055417057,32,107,261.7777778,305,264.756875,60,1064,1.000575906,636
FALSE,FALSE,1,3,6,1.679271754,380,0,35,105,-5.475543981,51,11.5,0.675702859,13
FALSE,TRUE,2,3,3,0.751797709,49,3,178,97,6.117037037,180,1,0.72378232,1
FALSE,FALSE,1,1,1,0,1,4,819,58,2.127013889,202,206,1.470142675,202
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,1,1,0,1,0,105,312,10.36753472,143,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,FALSE,1,3,3,1.494918848,10,1,255.3333333,324,159.892936,6,633,1.003674249,550
TRUE,TRUE,1,2,2,0.627430335,69,1,404,346,31.62354167,56,18.5,1.023716509,18
TRUE,TRUE,1,2,2,0.345117315,59,3,5846,186,0.087372685,1286,3736.5,9.5839184,3179
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,0,6,2581,149,0.421898148,653,858,3.370240316,809
FALSE,FALSE,1,1,1,0,1,1,373,63,0.069560185,93,270,15.37603993,250
FALSE,FALSE,1,1,2,0.479832024,49,9,162,2,13.48791088,4,37.5,1.046217718,6
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,TRUE,1,1,1,0,81,95,4963,191,-0.03244213,877,68,-29.82411702,68
FALSE,TRUE,1,3,3,1.471677494,26,9,781.6666667,112,10.81016975,183,8,1.264529142,7
TRUE,TRUE,1,1,1,0,7,84,2039,56,0.010798611,340,27,93.60450161,25
TRUE,FALSE,1,2,2,0.721928095,10,5,1409.5,224,7.094097222,33,0.5,0.535240566,1
FALSE,FALSE,1,1,1,0,4,2,77,99,41.25568287,4,2921,1.024239085,193
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,1,1,1,0,2,1,57,224,48.18428241,70,55,1.020753656,3
FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
